model,dataset,loss
single,LUM,0.93979144
single,LUM,0.9616682
single,LUM,0.8220893
single,LUM,0.9250649
single,LUM,0.740214
single,LUM,0.85168016
single,LUM,0.9118984
single,LUM,0.8767639
single,LUM,0.8949227
single,LUM,0.95455366
single,LUM,0.87526006
single,LUM,0.85243976
single,LUM,0.85016227
single,LUM,0.96658236
single,LUM,0.93799317
single,LUM,0.9468812
single,LUM,0.9499384
single,LUM,0.89121747
single,LUM,0.96921974
single,LUM,0.94441676
single,LUM,0.68152493
single,LUM,0.9657361
single,LUM,0.8646321
single,LUM,0.94981587
single,LUM,0.9106734
single,LUM,0.9666164
single,LUM,0.85327214
single,LUM,0.9519953
single,LUM,0.9415406
single,LUM,0.94087726
single,LUM,0.9471409
single,LUM,0.98190594
single,LUM,0.9350541
single,LUM,0.97053874
single,LUM,0.9704503
single,LUM,0.962857
single,LUM,0.9634639
single,LUM,0.95454514
single,LUM,0.9476909
single,LUM,0.8977063
single,LUM,0.9685464
single,LUM,0.9520039
single,LUM,0.95459145
single,LUM,0.76619464
single,LUM,0.7006911
single,LUM,0.93581194
single,LUM,0.91929835
single,LUM,0.94235945
single,LUM,0.91801697
single,LUM,0.96409446
single,LUM,0.8791787
single,LUM,0.9853732
single,LUM,0.9403453
single,LUM,0.96120626
single,LUM,0.95213103
single,LUM,0.8444363
single,LUM,0.96888167
single,LUM,0.862048
single,LUM,0.9564626
single,LUM,0.8654082
single,LUM,0.9701023
single,LUM,0.9374044
single,LUM,0.9017252
single,LUM,0.78116596
single,LUM,0.9282038
single,LUM,0.955997
single,LUM,0.9447117
single,LUM,0.96192443
single,LUM,0.9560674
single,LUM,0.91057634
single,LUM,0.9521507
single,LUM,0.9165056
single,LUM,0.916476
single,LUM,0.9543625
single,LUM,0.95574003
single,LUM,0.90960664
single,LUM,0.9319448
single,LUM,0.98645014
single,LUM,0.94203174
single,LUM,0.7735498
single,LUM,0.9421755
single,LUM,0.9548847
single,LUM,0.9630024
single,LUM,0.80427676
single,LUM,0.92107207
single,LUM,0.87681067
single,LUM,0.90563166
single,LUM,0.9009305
single,LUM,0.98974186
single,LUM,0.9222399
single,LUM,0.93166304
single,LUM,0.82282734
single,LUM,0.97875637
single,LUM,0.94364834
single,LUM,0.9324037
single,LUM,0.8366999
single,LUM,0.89376044
single,LUM,0.9557466
single,LUM,0.96302265
single,LUM,0.6945187
single,LUM,0.93845373
single,LUM,0.8978527
single,LUM,0.9238269
single,LUM,0.8091315
single,LUM,0.8905192
single,LUM,0.9489696
single,LUM,0.6834768
single,LUM,0.912713
single,LUM,0.580567
single,LUM,0.88608694
single,LUM,0.82116723
single,LUM,0.7585004
single,LUM,0.55657053
single,LUM,0.9437222
single,LUM,0.97544825
single,LUM,0.92655206
single,LUM,0.92442846
single,LUM,0.9493191
single,LUM,0.7682776
single,LUM,0.94413936
single,LUM,0.9388936
single,LUM,0.85110193
single,LUM,0.786659
single,LUM,0.92621034
single,LUM,0.9526976
single,LUM,0.7166071
single,LUM,0.9551583
single,LUM,0.8781847
single,LUM,0.85904557
single,LUM,0.9409084
single,LUM,0.93338394
single,LUM,0.95634836
single,LUM,0.96122307
single,LUM,0.9598378
single,LUM,0.93047893
single,LUM,0.88571215
single,LUM,0.9514733
single,LUM,0.64065206
single,LUM,0.93136543
single,LUM,0.9617111
single,LUM,0.94713306
single,LUM,0.9775821
single,LUM,0.9752962
single,LUM,0.9397372
single,LUM,0.93856627
single,LUM,0.95159554
single,LUM,0.95006317
single,LUM,0.9347764
single,LUM,0.96074605
single,LUM,0.8642714
single,LUM,0.94862485
single,LUM,0.92459047
single,LUM,0.9144583
single,LUM,0.9410182
single,LUM,0.93001467
single,LUM,0.9027657
single,LUM,0.94193125
single,LUM,0.44783366
single,LUM,0.96722716
single,LUM,0.7252669
single,LUM,0.9312875
single,LUM,0.9290173
single,LUM,0.92072487
single,LUM,0.9632725
single,LUM,0.82579476
single,LUM,0.94379616
single,LUM,0.37018633
single,LUM,0.9546618
single,LUM,0.95217043
single,LUM,0.8654522
single,LUM,0.96867806
single,LUM,0.9681077
single,LUM,0.92680895
single,LUM,0.9524051
single,LUM,0.96255046
single,LUM,0.7724042
single,LUM,0.7771102
single,LUM,0.8781825
single,LUM,0.98108083
single,LUM,0.95061046
single,LUM,0.9255001
single,LUM,0.92841053
single,LUM,0.9197876
single,LUM,0.96622056
single,LUM,0.9241678
single,LUM,0.9095198
single,LUM,0.9037135
single,LUM,0.9433196
single,LUM,0.9309485
single,LUM,0.9324051
single,LUM,0.9134462
single,LUM,0.98081833
single,LUM,0.82873654
single,LUM,0.94640976
single,LUM,0.9821668
single,LUM,0.943847
single,LUM,0.8972812
single,LUM,0.9609894
single,LUM,0.9474506
single,LUM,0.8600396
single,LUM,0.945028
single,LUM,0.91182274
single,LUM,0.9562416
single,LUM,0.98409456
single,LUM,0.9412743
single,LUM,0.95333415
single,LUM,0.931697
single,LUM,0.9798131
single,LUM,0.9654397
single,LUM,0.91051567
single,LUM,0.9613611
single,LUM,0.8659242
single,LUM,0.9266622
single,LUM,0.98819166
single,LUM,0.95089626
single,LUM,0.8916414
single,LUM,0.6970537
single,LUM,0.93954766
single,LUM,0.9522281
single,LUM,0.9447721
single,LUM,0.81394887
single,LUM,0.92315936
single,LUM,0.80898964
single,LUM,0.93926734
single,LUM,0.91135126
single,LUM,0.80180866
single,LUM,0.96528476
single,LUM,0.81538355
single,LUM,0.9487412
single,LUM,0.9624023
single,LUM,0.9023046
single,LUM,0.91361713
single,LUM,0.9593603
single,LUM,0.9494701
single,LUM,0.89510155
single,LUM,0.8785864
single,LUM,0.89352775
single,LUM,0.9178944
single,LUM,0.9857294
single,LUM,0.9356455
single,LUM,0.9603917
single,LUM,0.9532865
single,LUM,0.81891936
single,LUM,0.819494
single,LUM,0.8116895
single,LUM,0.91027224
single,LUM,0.92069215
single,LUM,0.8436091
single,LUM,0.8881765
single,LUM,0.40235955
single,LUM,0.87012964
single,LUM,0.9404309
single,LUM,0.9845163
single,LUM,0.91075265
single,LUM,0.93601245
single,LUM,0.97357774
single,LUM,0.9334861
single,LUM,0.9591408
single,LUM,0.9472228
single,LUM,0.9648929
single,LUM,0.9213219
single,LUM,0.46897078
single,LUM,0.94890094
single,LUM,0.90827566
single,LUM,0.944619
single,LUM,0.9048879
single,LUM,0.91597193
single,LUM,0.92328584
single,LUM,0.9761289
single,LUM,0.95559716
single,LUM,0.89985925
single,LUM,0.8082354
single,LUM,0.97210175
single,LUM,0.9279753
single,LUM,0.91874826
single,LUM,0.9759323
single,LUM,0.9430289
single,LUM,0.92811656
single,LUM,0.8377998
single,LUM,0.9643973
single,LUM,0.9052255
single,LUM,0.930269
single,LUM,0.7927167
single,LUM,0.8712687
single,LUM,0.94701517
single,LUM,0.89760506
single,LUM,0.9462129
single,LUM,0.86983573
single,LUM,0.96108305
single,LUM,0.97345364
single,LUM,0.8988043
single,LUM,0.87109196
single,LUM,0.9035751
single,LUM,0.9880614
single,LUM,0.8991886
single,LUM,0.7534658
single,LUM,0.84167373
single,LUM,0.94492865
single,LUM,0.9726714
single,LUM,0.9074247
single,LUM,0.9464544
single,LUM,0.9600097
single,LUM,0.94483477
single,LUM,0.9245147
single,LUM,0.93946487
single,LUM,0.87185687
single,LUM,0.9288991
single,LUM,0.9579684
single,LUM,0.7418201
single,LUM,0.9348844
single,LUM,0.9157649
single,LUM,0.9299137
single,LUM,0.90271103
single,LUM,0.9661348
single,LUM,0.9295283
single,LUM,0.9385517
single,LUM,0.9648551
single,LUM,0.8974112
single,LUM,0.94497657
single,LUM,0.951266
single,LUM,0.9656248
single,LUM,0.93134004
single,LUM,0.6952867
single,LUM,0.9055823
single,LUM,0.9663582
single,LUM,0.9616796
single,LUM,0.95990044
single,LUM,0.95457864
single,LUM,0.7812631
single,LUM,0.17888474
single,LUM,0.9570226
single,LUM,0.90242034
single,LUM,0.93515444
single,LUM,0.43724924
single,LUM,0.8772768
single,LUM,0.9604479
single,LUM,0.9122125
single,LUM,0.9335906
single,LUM,0.865704
single,LUM,0.9549281
single,LUM,0.9340367
single,LUM,0.9416383
single,LUM,0.92686087
single,LUM,0.97265905
single,LUM,0.5550754
single,LUM,0.8335475
single,LUM,0.97364455
single,LUM,0.9619124
single,LUM,0.88465166
single,LUM,0.89364064
single,LUM,0.9689618
single,LUM,0.68805254
single,LUM,0.9318208
single,LUM,0.9680494
single,LUM,0.94916093
single,LUM,0.94833565
single,LUM,0.9705371
single,LUM,0.91355044
single,LUM,0.8950886
single,LUM,0.8990297
single,LUM,0.9378435
single,LUM,0.88703793
single,LUM,0.92743415
single,LUM,0.9667237
single,LUM,0.93024397
single,LUM,0.9594568
single,LUM,0.9333596
single,LUM,0.91461647
single,LUM,0.91844475
single,LUM,0.8703131
single,LUM,0.94824123
single,LUM,0.8501203
single,LUM,0.96101236
single,LUM,0.79682285
single,LUM,0.89257866
single,LUM,0.9405378
single,LUM,0.8413077
single,LUM,0.97027093
single,LUM,0.87561953
single,LUM,0.962192
single,LUM,0.92738545
single,LUM,0.9261726
single,LUM,0.9532627
single,LUM,0.88796216
single,LUM,0.9605924
single,LUM,0.88024604
single,LUM,0.92772263
single,LUM,0.46395206
single,LUM,0.9728595
single,LUM,0.9740893
single,LUM,0.84759164
single,LUM,0.92298466
single,LUM,0.9321118
single,LUM,0.96193844
single,LUM,0.9598703
single,LUM,0.9778826
single,LUM,0.9754561
single,LUM,0.9601787
single,LUM,0.94889003
single,LUM,0.9458557
single,LUM,0.9893672
single,LUM,0.9010513
single,LUM,0.8822011
single,LUM,0.6951509
single,LUM,0.922076
single,LUM,0.89579016
single,LUM,0.9639453
single,LUM,0.98082715
single,LUM,0.9267177
single,LUM,0.9703572
single,LUM,0.9327465
single,LUM,0.93286574
single,LUM,0.95857674
single,LUM,0.94463915
single,LUM,0.8544136
single,LUM,0.9673151
single,LUM,0.91362476
single,LUM,0.9426434
single,LUM,0.93768024
single,LUM,0.911153
single,LUM,0.98262244
single,LUM,0.7623135
single,LUM,0.90492946
single,LUM,0.91041654
single,LUM,0.95955884
single,LUM,0.9271073
single,LUM,0.9387465
single,LUM,0.9351414
single,LUM,0.9558352
single,LUM,0.53745425
single,LUM,0.88271034
single,LUM,0.9844044
single,LUM,0.91735363
single,LUM,0.9098978
single,LUM,0.93672925
single,LUM,0.9682893
single,LUM,0.94396085
single,LUM,0.91733813
single,LUM,0.907076
single,LUM,0.85143155
single,LUM,0.9284061
single,LUM,0.9148589
single,LUM,0.95983297
single,LUM,0.9354046
single,LUM,0.9185446
single,LUM,0.88681453
single,LUM,0.96525973
single,LUM,0.9505963
single,LUM,0.91682243
single,LUM,0.95526195
single,LUM,0.90644366
single,LUM,0.8886446
single,LUM,0.8680979
single,LUM,0.9531986
single,LUM,0.9136615
single,LUM,0.94216835
single,LUM,0.7629208
single,LUM,0.8324711
single,LUM,0.8849661
single,LUM,0.95971215
single,LUM,0.8598152
single,LUM,0.92507267
single,LUM,0.855432
single,LUM,0.4868781
single,LUM,0.9090189
single,LUM,0.9405228
single,LUM,0.9625337
single,LUM,0.9460293
single,LUM,0.4022628
single,LUM,0.9625034
single,LUM,0.8883103
single,LUM,0.75521225
single,LUM,0.92211884
single,LUM,0.859485
single,LUM,0.9808423
single,LUM,0.9257573
single,LUM,0.90921307
single,LUM,0.8809728
single,LUM,0.912489
single,LUM,0.8190806
single,LUM,0.96166694
single,LUM,0.96872824
single,LUM,0.83305293
single,LUM,0.95000994
single,LUM,0.9451068
single,LUM,0.95363563
single,LUM,0.92944354
single,LUM,0.95374477
single,LUM,0.8911294
single,LUM,0.89038336
single,LUM,0.8786801
single,LUM,0.89725924
single,LUM,0.8496593
single,LUM,0.9030872
single,LUM,0.87097955
single,LUM,0.9818047
single,LUM,0.8106476
single,LUM,0.9609454
single,LUM,0.9400536
single,LUM,0.9446173
single,LUM,0.85713446
single,LUM,0.9631359
single,LUM,0.9439997
single,LUM,0.9251296
single,LUM,0.94957745
single,LUM,0.919998
single,LUM,0.87298167
single,LUM,0.9387489
single,LUM,0.87918276
single,LUM,0.8103266
single,LUM,0.8908577
single,LUM,0.11544901
single,LUM,0.9796866
single,LUM,0.96098566
single,LUM,0.9373318
single,LUM,0.9740772
single,LUM,0.42405444
single,LUM,0.88486415
single,LUM,0.9279887
single,LUM,0.93999594
single,LUM,0.823743
single,LUM,0.7838876
single,LUM,0.9437385
single,LUM,0.94230783
single,LUM,0.9063921
single,LUM,0.8498676
single,LUM,0.83515143
single,LUM,0.66736495
single,LUM,0.9370352
single,LUM,0.8342375
single,LUM,0.97324693
single,LUM,0.9478994
single,LUM,0.69758534
single,LUM,0.84558034
single,LUM,0.9534042
single,LUM,0.8497859
single,LUM,0.9551389
single,LUM,0.91991174
single,LUM,0.93640995
single,LUM,0.9288018
single,LUM,0.95904803
single,LUM,0.9229039
single,LUM,0.90881157
single,LUM,0.9446741
single,LUM,0.83246815
single,LUM,0.9405073
single,LUM,0.95833176
single,LUM,0.75815153
single,LUM,0.8212174
single,LUM,0.9606077
single,LUM,0.9497292
single,LUM,0.98338723
single,LUM,0.97893685
single,LUM,0.9592154
single,LUM,0.8863542
single,LUM,0.95268273
single,LUM,0.9513668
single,LUM,0.9750296
single,LUM,0.9419334
single,LUM,0.98046637
single,LUM,0.9718456
single,LUM,0.83533174
single,LUM,0.8919056
single,LUM,0.9432003
single,LUM,0.7831789
single,LUM,0.890261
single,LUM,0.89808506
single,LUM,0.9241953
single,LUM,0.9668073
single,LUM,0.57764316
single,LUM,0.9495525
single,LUM,0.9814653
single,LUM,0.97307044
single,LUM,0.96251434
single,LUM,0.97437817
single,LUM,0.94881296
single,LUM,0.9113707
single,LUM,0.5207372
single,LUM,0.9734819
single,LUM,0.9287858
single,LUM,0.951426
single,LUM,0.9205545
single,LUM,0.7166605
single,LUM,0.9662549
single,LUM,0.9362439
single,LUM,0.85883373
single,LUM,0.93744653
single,LUM,0.8614241
single,LUM,0.8225237
single,LUM,0.7104011
single,LUM,0.92347485
single,LUM,0.9488683
single,LUM,0.9327206
single,LUM,0.9578008
single,LUM,0.98959917
single,LUM,0.94300133
single,LUM,0.97196865
single,LUM,0.9702904
single,LUM,0.930835
single,LUM,0.9223365
single,LUM,0.95970255
single,LUM,0.91169256
single,LUM,0.94691396
single,LUM,0.9572838
single,LUM,0.9785211
single,LUM,0.8991229
single,LUM,0.95037794
single,LUM,0.9332605
single,LUM,0.97456366
single,LUM,0.9599119
single,LUM,0.9521775
single,LUM,0.86330366
single,LUM,0.92608875
single,LUM,0.9076252
single,LUM,0.89955986
single,LUM,0.8909336
single,LUM,0.9119088
single,LUM,0.85776234
single,LUM,0.95919234
single,LUM,0.91878164
single,LUM,0.9343673
single,LUM,0.9603228
single,LUM,0.93797094
single,LUM,0.92206913
single,LUM,0.9697368
single,LUM,0.8721833
single,LUM,0.89161783
single,LUM,0.85144633
single,LUM,0.9317137
single,LUM,0.9559569
single,LUM,0.8168215
single,LUM,0.89789003
single,LUM,0.8711004
single,LUM,0.5454017
single,LUM,0.9681562
single,LUM,0.9502009
single,LUM,0.5483321
single,LUM,0.95100224
single,LUM,0.8763617
single,LUM,0.062136173
single,LUM,0.9602534
single,LUM,0.817891
single,LUM,0.96358913
single,LUM,0.81658095
single,LUM,0.88948566
single,LUM,0.9530078
single,LUM,0.9842564
single,LUM,0.96725005
single,LUM,0.90861404
single,LUM,0.9599541
single,LUM,0.9366543
single,LUM,0.96160585
single,LUM,0.8988029
single,LUM,0.97307676
single,LUM,0.96962994
single,LUM,0.9202855
single,LUM,0.9350318
single,LUM,0.8953552
single,LUM,0.8965255
single,LUM,0.94122857
single,LUM,0.92204523
single,LUM,0.9431198
single,LUM,0.94446635
single,LUM,0.91222215
single,LUM,0.80935574
single,LUM,0.9290828
single,LUM,0.9423259
single,LUM,0.97435176
single,LUM,0.95948243
single,LUM,0.8539704
single,LUM,0.91419214
single,LUM,0.78208685
single,LUM,0.8987837
single,LUM,0.90445375
single,LUM,0.9621077
single,LUM,0.92983156
single,LUM,0.6103073
single,LUM,0.6788763
single,LUM,0.9712528
single,LUM,0.94801414
single,LUM,0.94256544
single,LUM,0.7432691
single,LUM,0.97512174
single,LUM,0.95056444
single,LUM,0.829706
single,LUM,0.9669218
single,LUM,0.97452855
single,LUM,0.93210536
single,LUM,0.94550836
single,LUM,0.8958198
single,LUM,0.86918414
single,LUM,0.93495023
single,LUM,0.89216506
single,LUM,0.9290436
single,LUM,0.8500187
single,LUM,0.9191823
single,LUM,0.88143957
single,LUM,0.8538206
single,LUM,0.96012527
single,LUM,0.9591799
single,LUM,0.96138424
single,LUM,0.9563096
single,LUM,0.85740674
single,LUM,0.935955
single,LUM,0.91633344
single,LUM,0.95832133
single,LUM,0.93543154
single,LUM,0.9742859
single,LUM,0.95168054
single,LUM,0.94801325
single,LUM,0.9201865
single,LUM,0.9477043
single,LUM,0.882972
single,LUM,0.93655777
single,LUM,0.9740055
single,LUM,0.98912233
single,LUM,0.8161512
single,LUM,0.9617585
single,LUM,0.9242899
single,LUM,0.92810917
single,LUM,0.6857004
single,LUM,0.5760323
single,LUM,0.8424718
single,LUM,0.895708
single,LUM,0.83916104
single,LUM,0.93064487
single,LUM,0.8643196
single,LUM,0.9332232
single,LUM,0.8768152
single,LUM,0.9267987
single,LUM,0.90640426
single,LUM,0.91867614
single,LUM,0.7120578
single,LUM,0.9517231
single,LUM,0.94248086
single,LUM,0.6693767
single,LUM,0.815645
single,LUM,0.7352321
single,LUM,0.8628918
single,LUM,0.9139212
single,LUM,0.5260532
single,LUM,0.95404524
single,LUM,0.6998673
single,LUM,0.96662796
single,LUM,0.97769445
single,LUM,0.95679086
single,LUM,0.8729574
single,LUM,0.9232928
single,LUM,0.95501727
single,LUM,0.89436686
single,LUM,0.87151647
single,LUM,0.8030604
single,LUM,0.94823515
single,LUM,0.90337265
single,LUM,0.8933947
single,LUM,0.5398623
single,LUM,0.91296715
single,LUM,0.8964447
single,LUM,0.90580547
single,LUM,0.9185357
single,LUM,0.94712394
single,LUM,0.82929933
single,LUM,0.89882016
single,LUM,0.8839825
single,LUM,0.9418909
single,LUM,0.8689545
single,LUM,0.9281216
single,LUM,0.93926454
single,LUM,0.97001916
single,LUM,0.80228823
single,LUM,0.97259635
single,LUM,0.9016874
single,LUM,0.93115205
single,LUM,0.6880133
single,LUM,0.9129407
single,LUM,0.8974699
single,LUM,0.94289106
single,LUM,0.9378696
single,LUM,0.90367174
single,LUM,0.9344991
single,LUM,0.9624274
single,LUM,0.84485686
single,LUM,0.92268497
single,LUM,0.9519621
single,LUM,0.9620739
single,LUM,0.8876419
single,LUM,0.92084897
single,LUM,0.94219935
single,LUM,0.9624203
single,LUM,0.96055865
single,LUM,0.9604009
single,LUM,0.4990886
single,LUM,0.9617844
single,LUM,0.9792105
single,LUM,0.8493123
single,LUM,0.8716092
single,LUM,0.78437066
single,LUM,0.9058915
single,LUM,0.93755454
single,LUM,0.9517226
single,LUM,0.9199154
single,LUM,0.95823675
single,LUM,0.9469117
single,LUM,0.9101378
single,LUM,0.90198165
single,LUM,0.9394789
single,LUM,0.9469636
single,LUM,0.90917516
single,LUM,0.9361574
single,LUM,0.9461868
single,LUM,0.9753285
single,LUM,0.88280976
single,LUM,0.9174607
single,LUM,0.10170847
single,LUM,0.96853566
single,LUM,0.85469407
single,LUM,0.81168795
single,LUM,0.9449028
single,LUM,0.92340904
single,LUM,0.91609114
single,LUM,0.22975045
single,LUM,0.8938034
single,LUM,0.93019575
single,LUM,0.9527902
single,LUM,0.9678601
single,LUM,0.93381435
single,LUM,0.9547119
single,LUM,0.8404197
single,LUM,0.9210696
single,LUM,0.7676464
single,LUM,0.9206815
single,LUM,0.9321792
single,LUM,0.73364425
single,LUM,0.92230535
single,LUM,0.8947909
single,LUM,0.975146
single,LUM,0.86437666
single,LUM,0.9575535
single,LUM,0.85128677
single,LUM,0.91005015
single,LUM,0.97539026
single,LUM,0.89715725
single,LUM,0.90743256
single,LUM,0.96591145
single,LUM,0.66310585
single,LUM,0.9555058
single,LUM,0.9478289
single,LUM,0.9024952
single,LUM,0.9394061
single,LUM,0.9593954
single,LUM,0.9399633
single,LUM,0.94139427
single,LUM,0.9001698
single,LUM,0.9645729
single,LUM,0.96641356
single,LUM,0.702685
single,LUM,0.9543191
single,LUM,0.8876622
single,LUM,0.8247124
single,LUM,0.8993972
single,LUM,0.93400514
single,LUM,0.9406979
single,LUM,0.9489857
single,LUM,0.9517191
single,LUM,0.8992972
single,LUM,0.6704354
single,LUM,0.93917894
single,LUM,0.9060307
single,LUM,0.9042912
single,LUM,0.91208756
single,LUM,0.9488347
single,LUM,0.8906095
single,LUM,0.9687615
single,LUM,0.8223313
single,LUM,0.96384895
single,LUM,0.956386
single,LUM,0.9616474
single,LUM,0.87459815
single,LUM,0.8837196
single,LUM,0.96990573
single,LUM,0.9747028
single,LUM,0.96479946
single,LUM,0.88452625
single,LUM,0.97844696
single,LUM,0.93752706
single,LUM,0.8254354
single,LUM,0.97476393
single,LUM,0.9097545
single,LUM,0.9472554
single,LUM,0.9054986
single,LUM,0.8561124
single,LUM,0.52933073
single,LUM,0.93540084
single,LUM,0.93814003
single,LUM,0.9483193
single,LUM,0.930236
single,LUM,0.90075636
single,LUM,0.9435368
single,LUM,0.9442456
single,LUM,0.862867
single,LUM,0.98144704
single,LUM,0.9715112
single,LUM,0.94844955
single,LUM,0.6834783
single,LUM,0.9306721
single,LUM,0.9408249
single,LUM,0.9770527
single,LUM,0.34195387
single,LUM,0.85716605
single,LUM,0.8602707
single,LUM,0.9143971
single,LUM,0.9293866
single,LUM,0.8857848
single,LUM,0.9140223
single,LUM,0.9416329
single,LUM,0.8632317
single,LUM,0.9170873
single,LUM,0.94080573
single,LUM,0.883798
single,LUM,0.9689353
single,LUM,0.6994513
single,LUM,0.95536584
single,LUM,0.8939747
single,LUM,0.90120584
single,LUM,0.9724811
single,LUM,0.8153379
single,LUM,0.9560921
single,LUM,0.86995316
single,LUM,0.91450447
single,LUM,0.8889616
single,LUM,0.90908897
single,LUM,0.82030076
single,LUM,0.71699584
single,LUM,0.95320535
single,LUM,0.1331116
single,LUM,0.75257975
single,LUM,0.8831502
single,LUM,0.92522794
single,LUM,0.9219623
single,LUM,0.9679693
single,LUM,0.81620926
single,LUM,0.8967991
single,LUM,0.4051574
single,LUM,0.966008
single,LUM,0.9470211
single,LUM,0.9597722
single,LUM,0.7660366
single,LUM,0.9318304
single,LUM,0.9138444
single,LUM,0.8993412
single,LUM,0.965516
single,LUM,0.9321521
single,LUM,0.943969
single,LUM,0.94575214
single,LUM,0.9109226
single,LUM,0.9566289
single,LUM,0.80949044
single,LUM,0.85821635
single,LUM,0.99116117
single,LUM,0.92787516
single,LUM,0.89188266
single,LUM,0.9389725
single,LUM,0.95612514
single,LUM,0.95267713
single,LUM,0.85325766
single,LUM,0.6691326
single,LUM,0.9426788
single,LUM,0.96983916
single,LUM,0.91285276
single,LUM,0.7703244
single,LUM,0.82938963
single,LUM,0.86929655
single,LUM,0.65511394
single,LUM,0.9123639
single,LUM,0.95469755
single,LUM,0.90226364
single,LUM,0.9476101
single,LUM,0.93902165
single,LUM,0.79191166
single,LUM,0.88135886
single,LUM,0.85514474
single,LUM,0.88300645
single,LUM,0.8998568
single,LUM,0.886935
single,LUM,0.94966334
single,LUM,0.93291765
single,LUM,0.9106932
single,LUM,0.9391277
single,LUM,0.9484453
single,LUM,0.9315671
single,LUM,0.9070423
single,LUM,0.91351455
single,LUM,0.98548263
single,LUM,0.94207937
single,LUM,0.8633895
single,LUM,0.97189975
single,LUM,0.8958796
single,LUM,0.8985271
single,LUM,0.91933286
single,LUM,0.96912175
single,LUM,0.94807935
single,LUM,0.94400185
single,LUM,0.93839085
single,LUM,0.7302382
single,LUM,0.8644758
single,LUM,0.9096683
single,LUM,0.92119396
single,LUM,0.87696487
single,LUM,0.9592718
single,LUM,0.9135196
single,LUM,0.8794568
single,LUM,0.9563118
single,LUM,0.9607719
single,LUM,0.75585955
single,LUM,0.8923809
single,LUM,0.9256065
single,LUM,0.92768145
single,LUM,0.9409084
single,LUM,0.9563683
single,LUM,0.9492857
single,LUM,0.91860914
single,LUM,0.9325761
single,LUM,0.93444663
single,LUM,0.9046071
single,LUM,0.8246222
single,LUM,0.8851753
single,LUM,0.98285055
single,LUM,0.96802825
single,LUM,0.9766736
single,LUM,0.82151216
single,LUM,0.94274765
single,LUM,0.93573433
single,LUM,0.9318016
single,LUM,0.9292989
single,LUM,0.8570647
single,LUM,0.78093475
single,LUM,0.96836483
single,LUM,0.9357558
single,LUM,0.925545
single,LUM,0.8521927
single,LUM,0.9397939
single,LUM,0.88340414
single,LUM,0.9570772
single,LUM,0.8463119
single,LUM,0.22789335
single,LUM,0.97231823
single,LUM,0.92123973
single,LUM,0.9197688
single,LUM,0.9418738
single,LUM,0.9303607
single,LUM,0.95811766
single,LUM,0.9902366
single,LUM,0.7966447
single,LUM,0.92539847
single,LUM,0.94325906
single,LUM,0.91393137
single,LUM,0.96590436
single,LUM,0.95663786
single,LUM,0.8950149
single,LUM,0.91932386
single,LUM,0.6330669
single,LUM,0.74325514
single,LUM,0.7481533
single,LUM,0.97645706
single,LUM,0.87363696
single,LUM,0.9604259
single,LUM,0.8858744
single,LUM,0.9436132
single,LUM,0.85364515
single,LUM,0.96000844
single,LUM,0.95416164
single,LUM,0.9387122
single,LUM,0.9532958
single,LUM,0.9728845
single,LUM,0.98221296
single,LUM,0.88066983
single,LUM,0.8062433
single,LUM,0.89382124
single,LUM,0.9717685
single,LUM,0.96775424
single,LUM,0.97284347
single,LUM,0.9390324
single,LUM,0.816797
single,LUM,0.88415325
single,LUM,0.9211811
single,LUM,0.88545483
single,LUM,0.8653274
single,LUM,0.9351578
single,LUM,0.88392806
single,LUM,0.9261051
single,LUM,0.90598994
single,LUM,0.79099953
single,LUM,0.86098444
single,LUM,0.88986456
single,LUM,0.98179144
single,LUM,0.90656555
single,LUM,0.6736233
single,LUM,0.91229427
single,LUM,0.88256705
single,LUM,0.50678355
single,LUM,0.951618
single,LUM,0.9632844
single,LUM,0.96910375
single,LUM,0.57725906
single,LUM,0.78847516
single,LUM,0.6529788
single,LUM,0.945237
single,LUM,0.9546698
single,LUM,0.9860357
single,LUM,0.9406514
single,LUM,0.8805589
single,LUM,0.92735875
single,LUM,0.8777505
single,LUM,0.9769057
single,LUM,0.96656287
single,LUM,0.93918055
single,LUM,0.9495132
single,LUM,0.95687544
single,LUM,0.93763053
single,LUM,0.93506944
single,LUM,0.83652973
single,LUM,0.596368
single,LUM,0.9809054
single,LUM,0.9801401
single,LUM,0.9361627
single,LUM,0.9534441
single,LUM,0.96494395
single,LUM,0.6218312
single,LUM,0.85493124
single,LUM,0.8371966
single,LUM,0.9503931
single,LUM,0.7932732
single,LUM,0.88946694
single,LUM,0.9529487
single,LUM,0.9453409
single,LUM,0.9205713
single,LUM,0.9070009
single,LUM,0.9575245
single,LUM,0.9558648
single,LUM,0.96075463
single,LUM,0.880432
single,LUM,0.949179
single,LUM,0.74568176
single,LUM,0.95216537
single,LUM,0.94996256
single,LUM,0.9344481
single,LUM,0.95514965
single,LUM,0.9779922
single,LUM,0.87904
single,LUM,0.8778215
single,LUM,0.9721885
single,LUM,0.8876239
single,LUM,0.8387801
single,LUM,0.95919585
single,LUM,0.39061064
single,LUM,0.96806455
single,LUM,0.9421245
single,LUM,0.8672101
single,LUM,0.9600393
single,LUM,0.97784334
single,LUM,0.8123864
single,LUM,0.930176
single,LUM,0.74917245
single,LUM,0.96051455
single,LUM,0.7582232
single,LUM,0.9035776
single,LUM,0.9616815
single,LUM,0.89654523
single,LUM,0.9218485
single,LUM,0.92294383
