model,dataset,loss
full,LUM,0.8926469
full,LUM,0.6363281
full,LUM,0.9635301
full,LUM,0.88793945
full,LUM,0.9687801
full,LUM,0.95582646
full,LUM,0.8729551
full,LUM,0.923161
full,LUM,0.69451314
full,LUM,0.82378244
full,LUM,0.8634929
full,LUM,0.9795609
full,LUM,0.93471706
full,LUM,0.93251514
full,LUM,0.9432599
full,LUM,0.96840763
full,LUM,0.85484964
full,LUM,0.9387493
full,LUM,0.9681782
full,LUM,0.95689785
full,LUM,0.9612125
full,LUM,0.444301
full,LUM,0.9120035
full,LUM,0.9729398
full,LUM,0.92875284
full,LUM,0.8617671
full,LUM,0.93685865
full,LUM,0.9063794
full,LUM,0.9444176
full,LUM,0.9585248
full,LUM,0.8968644
full,LUM,0.88406396
full,LUM,0.90457714
full,LUM,0.9018516
full,LUM,0.92021686
full,LUM,0.93979144
full,LUM,0.9655069
full,LUM,0.8251295
full,LUM,0.95637494
full,LUM,0.9163169
full,LUM,0.9375685
full,LUM,0.98704815
full,LUM,0.92197317
full,LUM,0.9508972
full,LUM,0.9752825
full,LUM,0.96533495
full,LUM,0.9622144
full,LUM,0.9391555
full,LUM,0.90018606
full,LUM,0.9167366
full,LUM,0.8515882
full,LUM,0.90905756
full,LUM,0.8949033
full,LUM,0.9014452
full,LUM,0.95892894
full,LUM,0.97093344
full,LUM,0.94206095
full,LUM,0.96314377
full,LUM,0.9690366
full,LUM,0.95231473
full,LUM,0.97449535
full,LUM,0.93614
full,LUM,0.76408356
full,LUM,0.9305361
full,LUM,0.9438625
full,LUM,0.96493775
full,LUM,0.9667935
full,LUM,0.9884189
full,LUM,0.60611415
full,LUM,0.8856244
full,LUM,0.8032513
full,LUM,0.9646918
full,LUM,0.9382003
full,LUM,0.95719165
full,LUM,0.96217924
full,LUM,0.9386206
full,LUM,0.97648686
full,LUM,0.8981939
full,LUM,0.89941645
full,LUM,0.8394057
full,LUM,0.8896496
full,LUM,0.96671283
full,LUM,0.8595066
full,LUM,0.924209
full,LUM,0.84321266
full,LUM,0.9078709
full,LUM,0.926419
full,LUM,0.9149782
full,LUM,0.9287912
full,LUM,0.9629652
full,LUM,0.9570581
full,LUM,0.9206809
full,LUM,0.95161855
full,LUM,0.9448089
full,LUM,0.757515
full,LUM,0.9294641
full,LUM,0.75218725
full,LUM,0.8764404
full,LUM,0.89444983
full,LUM,0.93503475
full,LUM,0.8258761
full,LUM,0.9464237
full,LUM,0.89223707
full,LUM,0.9125139
full,LUM,0.86301404
full,LUM,0.9756132
full,LUM,0.8919249
full,LUM,0.94469374
full,LUM,0.9229884
full,LUM,0.9438832
full,LUM,0.9664589
full,LUM,0.7347791
full,LUM,0.8788858
full,LUM,0.9210236
full,LUM,0.93000257
full,LUM,0.96659034
full,LUM,0.94946533
full,LUM,0.8916149
full,LUM,0.98440903
full,LUM,0.9733637
full,LUM,0.9596546
full,LUM,0.895709
full,LUM,0.90838593
full,LUM,0.70389855
full,LUM,0.7533032
full,LUM,0.9600659
full,LUM,0.91126466
full,LUM,0.9316584
full,LUM,0.9724074
full,LUM,0.81124866
full,LUM,0.9391102
full,LUM,0.92779565
full,LUM,0.96778274
full,LUM,0.85883355
full,LUM,0.9459733
full,LUM,0.91176426
full,LUM,0.9351373
full,LUM,0.9815306
full,LUM,0.8541061
full,LUM,0.9020015
full,LUM,0.86902714
full,LUM,0.80957747
full,LUM,0.95856917
full,LUM,0.96865493
full,LUM,0.95874923
full,LUM,0.9350355
full,LUM,0.78386647
full,LUM,0.8295522
full,LUM,0.934116
full,LUM,0.12806666
full,LUM,0.9563877
full,LUM,0.94162756
full,LUM,0.7963813
full,LUM,0.5704018
full,LUM,0.92790806
full,LUM,0.8046814
full,LUM,0.83177406
full,LUM,0.9439535
full,LUM,0.80187577
full,LUM,0.9405797
full,LUM,0.9399363
full,LUM,0.8857944
full,LUM,0.9254832
full,LUM,0.91025275
full,LUM,0.96487916
full,LUM,0.871517
full,LUM,0.84271926
full,LUM,0.9674893
full,LUM,0.9127608
full,LUM,0.9392339
full,LUM,0.9318446
full,LUM,0.95368105
full,LUM,0.86114603
full,LUM,0.8842235
full,LUM,0.9247998
full,LUM,0.34145874
full,LUM,0.92424834
full,LUM,0.8953916
full,LUM,0.9703939
full,LUM,0.8142464
full,LUM,0.94668573
full,LUM,0.8854758
full,LUM,0.9728907
full,LUM,0.88671374
full,LUM,0.8224447
full,LUM,0.949199
full,LUM,0.92665595
full,LUM,0.8492615
full,LUM,0.8672229
full,LUM,0.940791
full,LUM,0.94105184
full,LUM,0.9157566
full,LUM,0.986034
full,LUM,0.9138076
full,LUM,0.9588208
full,LUM,0.9189321
full,LUM,0.9761522
full,LUM,0.9800842
full,LUM,0.40912843
full,LUM,0.95356214
full,LUM,0.9002768
full,LUM,0.61127084
full,LUM,0.9725347
full,LUM,0.95233095
full,LUM,0.9502456
full,LUM,0.85914874
full,LUM,0.92213905
full,LUM,0.91948014
full,LUM,0.8772829
full,LUM,0.94892365
full,LUM,0.8356485
full,LUM,0.92736745
full,LUM,0.9082448
full,LUM,0.875418
full,LUM,0.92707604
full,LUM,0.89953715
full,LUM,0.9448751
full,LUM,0.89615196
full,LUM,0.9396165
full,LUM,0.64281344
full,LUM,0.8312801
full,LUM,0.738846
full,LUM,0.9425238
full,LUM,0.96266615
full,LUM,0.9433175
full,LUM,0.9719566
full,LUM,0.9258017
full,LUM,0.8822611
full,LUM,0.75733614
full,LUM,0.96385497
full,LUM,0.96124864
full,LUM,0.9524987
full,LUM,0.8985744
full,LUM,0.80756646
full,LUM,0.8687892
full,LUM,0.96216774
full,LUM,0.7380357
full,LUM,0.9263703
full,LUM,0.8578036
full,LUM,0.91727394
full,LUM,0.92950255
full,LUM,0.88838863
full,LUM,0.9777878
full,LUM,0.95205986
full,LUM,0.9784919
full,LUM,0.87900907
full,LUM,0.85970354
full,LUM,0.91638553
full,LUM,0.8712887
full,LUM,0.95722216
full,LUM,0.85610276
full,LUM,0.8587044
full,LUM,0.28420067
full,LUM,0.94381166
full,LUM,0.87451494
full,LUM,0.91681254
full,LUM,0.873289
full,LUM,0.97039473
full,LUM,0.8963716
full,LUM,0.9755212
full,LUM,0.93358696
full,LUM,0.89233536
full,LUM,0.9761826
full,LUM,0.92310643
full,LUM,0.728117
full,LUM,0.7497159
full,LUM,0.94608575
full,LUM,0.9599505
full,LUM,0.9332507
full,LUM,0.8410096
full,LUM,0.9043888
full,LUM,0.960647
full,LUM,0.618706
full,LUM,0.95125806
full,LUM,0.92389464
full,LUM,0.90821916
full,LUM,0.7861727
full,LUM,0.9220847
full,LUM,0.8434385
full,LUM,0.9750548
full,LUM,0.71047103
full,LUM,0.94984186
full,LUM,0.95842236
full,LUM,0.73275256
full,LUM,0.97315943
full,LUM,0.8559006
full,LUM,0.88976145
full,LUM,0.935729
full,LUM,0.92459494
full,LUM,0.94521356
full,LUM,0.9202664
full,LUM,0.9042426
full,LUM,0.8811232
full,LUM,0.90502644
full,LUM,0.6144848
full,LUM,0.9341024
full,LUM,0.9149275
full,LUM,0.9437136
full,LUM,0.9160732
full,LUM,0.98100054
full,LUM,0.81780684
full,LUM,0.86982036
full,LUM,0.94651365
full,LUM,0.9610843
full,LUM,0.9521745
full,LUM,0.9636882
full,LUM,0.9622951
full,LUM,0.9567266
full,LUM,0.8390842
full,LUM,0.94940794
full,LUM,0.92779064
full,LUM,0.94066244
full,LUM,0.8704075
full,LUM,0.9437222
full,LUM,0.9674752
full,LUM,0.9462489
full,LUM,0.9678458
full,LUM,0.9852417
full,LUM,0.8501678
full,LUM,0.8956233
full,LUM,0.82487
full,LUM,0.8932891
full,LUM,0.95395744
full,LUM,0.9158501
full,LUM,0.7045245
full,LUM,0.9807806
full,LUM,0.7918797
full,LUM,0.8901438
full,LUM,0.96372014
full,LUM,0.9494404
full,LUM,0.9573478
full,LUM,0.8537114
full,LUM,0.9605562
full,LUM,0.85286725
full,LUM,0.91496396
full,LUM,0.9816053
full,LUM,0.9234511
full,LUM,0.5617465
full,LUM,0.85714555
full,LUM,0.80796814
full,LUM,0.87727106
full,LUM,0.9336453
full,LUM,0.98019975
full,LUM,0.94626594
full,LUM,0.9358195
full,LUM,0.93378586
full,LUM,0.92295384
full,LUM,0.88572806
full,LUM,0.119059384
full,LUM,0.9024529
full,LUM,0.98629236
full,LUM,0.89510757
full,LUM,0.7998152
full,LUM,0.9584363
full,LUM,0.7177952
full,LUM,0.9037022
full,LUM,0.9564493
full,LUM,0.95627695
full,LUM,0.8861857
full,LUM,0.7676674
full,LUM,0.956047
full,LUM,0.92533165
full,LUM,0.94898146
full,LUM,0.95832366
full,LUM,0.96409917
full,LUM,0.8977234
full,LUM,0.90856576
full,LUM,0.9328027
full,LUM,0.9154554
full,LUM,0.95489275
full,LUM,0.9570693
full,LUM,0.9372334
full,LUM,0.69445264
full,LUM,0.9452339
full,LUM,0.94342345
full,LUM,0.97436965
full,LUM,0.7983491
full,LUM,0.91020226
full,LUM,0.8355051
full,LUM,0.9669408
full,LUM,0.83386385
full,LUM,0.9679935
full,LUM,0.9011852
full,LUM,0.9676174
full,LUM,0.93438023
full,LUM,0.9849837
full,LUM,0.9305204
full,LUM,0.92107755
full,LUM,0.9591568
full,LUM,0.9589125
full,LUM,0.91999197
full,LUM,0.965842
full,LUM,0.97611773
full,LUM,0.8972649
full,LUM,0.9719816
full,LUM,0.94521844
full,LUM,0.91727835
full,LUM,0.83063924
full,LUM,0.94807327
full,LUM,0.95188665
full,LUM,0.9100375
full,LUM,0.52295864
full,LUM,0.8749935
full,LUM,0.9013867
full,LUM,0.98781705
full,LUM,0.9430518
full,LUM,0.9450513
full,LUM,0.9553095
full,LUM,0.9126148
full,LUM,0.81056076
full,LUM,0.897588
full,LUM,0.9629972
full,LUM,0.8701931
full,LUM,0.8666275
full,LUM,0.93687475
full,LUM,0.9616657
full,LUM,0.9878966
full,LUM,0.8902804
full,LUM,0.60438234
full,LUM,0.93274575
full,LUM,0.86812687
full,LUM,0.90983355
full,LUM,0.9501189
full,LUM,0.9437553
full,LUM,0.7859427
full,LUM,0.93603396
full,LUM,0.91233623
full,LUM,0.9355441
full,LUM,0.7560315
full,LUM,0.94543785
full,LUM,0.7671315
full,LUM,0.9272622
full,LUM,0.91171235
full,LUM,0.9596468
full,LUM,0.96297234
full,LUM,0.8997046
full,LUM,0.9015521
full,LUM,0.86600715
full,LUM,0.9762985
full,LUM,0.8860124
full,LUM,0.9054035
full,LUM,0.86769474
full,LUM,0.8786392
full,LUM,0.98230827
full,LUM,0.9316202
full,LUM,0.9389895
full,LUM,0.880799
full,LUM,0.8601315
full,LUM,0.93479383
full,LUM,0.9410617
full,LUM,0.90499836
full,LUM,0.7071302
full,LUM,0.96990573
full,LUM,0.91436654
full,LUM,0.94796395
full,LUM,0.97127384
full,LUM,0.87306637
full,LUM,0.91296047
full,LUM,0.9014952
full,LUM,0.78377855
full,LUM,0.8609193
full,LUM,0.9275216
full,LUM,0.96899915
full,LUM,0.91959214
full,LUM,0.85321665
full,LUM,0.8892675
full,LUM,0.9693165
full,LUM,0.8361933
full,LUM,0.86157525
full,LUM,0.7786212
full,LUM,0.9678113
full,LUM,0.9636496
full,LUM,0.9537646
full,LUM,0.9663582
full,LUM,0.96704847
full,LUM,0.98322374
full,LUM,0.9710117
full,LUM,0.82060266
full,LUM,0.11622894
full,LUM,0.9535929
full,LUM,0.8857404
full,LUM,0.88752997
full,LUM,0.95971155
full,LUM,0.97675866
full,LUM,0.7776653
full,LUM,0.9586702
full,LUM,0.90008914
full,LUM,0.96172184
full,LUM,0.892424
full,LUM,0.9572448
full,LUM,0.97838986
full,LUM,0.3936028
full,LUM,0.9096415
full,LUM,0.89216864
full,LUM,0.9354338
full,LUM,0.9624345
full,LUM,0.9489838
full,LUM,0.9616588
full,LUM,0.90153384
full,LUM,0.93427265
full,LUM,0.7076471
full,LUM,0.86992323
full,LUM,0.9236212
full,LUM,0.95856506
full,LUM,0.9049376
full,LUM,0.92462575
full,LUM,0.8975134
full,LUM,0.9353559
full,LUM,0.9517677
full,LUM,0.87337345
full,LUM,0.9791559
full,LUM,0.95615935
full,LUM,0.98519266
full,LUM,0.9524941
full,LUM,0.8849228
full,LUM,0.9726997
full,LUM,0.7214972
full,LUM,0.95963544
full,LUM,0.8516396
full,LUM,0.74061036
full,LUM,0.9469185
full,LUM,0.4171083
full,LUM,0.9339055
full,LUM,0.9347775
full,LUM,0.9630194
full,LUM,0.9467275
full,LUM,0.95943
full,LUM,0.7617072
full,LUM,0.9481548
full,LUM,0.906524
full,LUM,0.9619346
full,LUM,0.8869859
full,LUM,0.8914603
full,LUM,0.9550888
full,LUM,0.9652194
full,LUM,0.80945724
full,LUM,0.90285474
full,LUM,0.9175882
full,LUM,0.9609553
full,LUM,0.9488026
full,LUM,0.97740066
full,LUM,0.98458356
full,LUM,0.8729614
full,LUM,0.92921025
full,LUM,0.9515072
full,LUM,0.9682284
full,LUM,0.92798364
full,LUM,0.91613877
full,LUM,0.9509544
full,LUM,0.91923326
full,LUM,0.9073064
full,LUM,0.91831
full,LUM,0.93704903
full,LUM,0.87906855
full,LUM,0.94545025
full,LUM,0.90404904
full,LUM,0.9382003
full,LUM,0.9409764
full,LUM,0.9578822
full,LUM,0.96761364
full,LUM,0.8889266
full,LUM,0.8838308
full,LUM,0.9709526
full,LUM,0.55075675
full,LUM,0.9614488
full,LUM,0.8154508
full,LUM,0.94551456
full,LUM,0.9498747
full,LUM,0.93457747
full,LUM,0.96019447
full,LUM,0.9685272
full,LUM,0.9739368
full,LUM,0.9533082
full,LUM,0.8292117
full,LUM,0.8902789
full,LUM,0.85539067
full,LUM,0.18562555
full,LUM,0.93310803
full,LUM,0.92039376
full,LUM,0.9229664
full,LUM,0.9240124
full,LUM,0.904771
full,LUM,0.803465
full,LUM,0.963241
full,LUM,0.9144198
full,LUM,0.9460741
full,LUM,0.9647603
full,LUM,0.93114084
full,LUM,0.89422935
full,LUM,0.95463353
full,LUM,0.9281752
full,LUM,0.9259869
full,LUM,0.96112967
full,LUM,0.97176766
full,LUM,0.8972935
full,LUM,0.94327784
full,LUM,0.9014681
full,LUM,0.92996866
full,LUM,0.71021605
full,LUM,0.8440957
full,LUM,0.89014006
full,LUM,0.86820304
full,LUM,0.8232509
full,LUM,0.92992616
full,LUM,0.9725321
full,LUM,0.9667353
full,LUM,0.6372181
full,LUM,0.9000518
full,LUM,0.87857914
full,LUM,0.68875015
full,LUM,0.88959706
full,LUM,0.85009366
full,LUM,0.9449581
full,LUM,0.85496485
full,LUM,0.8832644
full,LUM,0.8938546
full,LUM,0.9406229
full,LUM,0.8848394
full,LUM,0.9414207
full,LUM,0.94501483
full,LUM,0.8799839
full,LUM,0.96357983
full,LUM,0.94866157
full,LUM,0.95847416
full,LUM,0.9300105
full,LUM,0.95015234
full,LUM,0.94794255
full,LUM,0.9684046
full,LUM,0.8824137
full,LUM,0.6616216
full,LUM,0.9619524
full,LUM,0.8704559
full,LUM,0.9431781
full,LUM,0.9735631
full,LUM,0.9549217
full,LUM,0.9504409
full,LUM,0.9427903
full,LUM,0.8795768
full,LUM,0.9390248
full,LUM,0.9057234
full,LUM,0.9073328
full,LUM,0.9724881
full,LUM,0.8609291
full,LUM,0.9531976
full,LUM,0.9598221
full,LUM,0.9642273
full,LUM,0.94470954
full,LUM,0.92988193
full,LUM,0.9045733
full,LUM,0.89694
full,LUM,0.7731626
full,LUM,0.9779724
full,LUM,0.9395829
full,LUM,0.8618545
full,LUM,0.9592178
full,LUM,0.95274514
full,LUM,0.9681418
full,LUM,0.9051547
full,LUM,0.97378063
full,LUM,0.9573949
full,LUM,0.6474092
full,LUM,0.72216594
full,LUM,0.81816894
full,LUM,0.90373415
full,LUM,0.97651356
full,LUM,0.94084865
full,LUM,0.92878854
full,LUM,0.91578704
full,LUM,0.9544097
full,LUM,0.67556584
full,LUM,0.9544394
full,LUM,0.9692779
full,LUM,0.9550732
full,LUM,0.8791248
full,LUM,0.92242295
full,LUM,0.9443141
full,LUM,0.9147687
full,LUM,0.95969236
full,LUM,0.94198835
full,LUM,0.931905
full,LUM,0.9499268
full,LUM,0.9440524
full,LUM,0.9446225
full,LUM,0.9646057
full,LUM,0.7727852
full,LUM,0.85760486
full,LUM,0.9684919
full,LUM,0.9413266
full,LUM,0.9036516
full,LUM,0.9652639
full,LUM,0.9320872
full,LUM,0.8910351
full,LUM,0.8979204
full,LUM,0.87767076
full,LUM,0.81801695
full,LUM,0.93092394
full,LUM,0.8854345
full,LUM,0.89577717
full,LUM,0.92619723
full,LUM,0.95944846
full,LUM,0.98132503
full,LUM,0.9255814
full,LUM,0.98613465
full,LUM,0.9851373
full,LUM,0.9415588
full,LUM,0.920171
full,LUM,0.94140834
full,LUM,0.94745845
full,LUM,0.94167316
full,LUM,0.9450522
full,LUM,0.96556157
full,LUM,0.97501606
full,LUM,0.3964011
full,LUM,0.9910823
full,LUM,0.7293588
full,LUM,0.87539065
full,LUM,0.7416748
full,LUM,0.90265626
full,LUM,0.9019124
full,LUM,0.9611907
full,LUM,0.11059153
full,LUM,0.9645995
full,LUM,0.9794595
full,LUM,0.9381287
full,LUM,0.95132506
full,LUM,0.93270725
full,LUM,0.91542906
full,LUM,0.9161509
full,LUM,0.97890013
full,LUM,0.9634024
full,LUM,0.938805
full,LUM,0.9555574
full,LUM,0.9329173
full,LUM,0.9100219
full,LUM,0.9417923
full,LUM,0.8300466
full,LUM,0.80452836
full,LUM,0.91100776
full,LUM,0.8724969
full,LUM,0.8483876
full,LUM,0.4941848
full,LUM,0.9054425
full,LUM,0.9014816
full,LUM,0.94680566
full,LUM,0.84816015
full,LUM,0.93802047
full,LUM,0.89704245
full,LUM,0.9292376
full,LUM,0.87151796
full,LUM,0.8289637
full,LUM,0.808742
full,LUM,0.96852875
full,LUM,0.963374
full,LUM,0.927672
full,LUM,0.9231263
full,LUM,0.9750451
full,LUM,0.96210706
full,LUM,0.9425431
full,LUM,0.9334886
full,LUM,0.82196736
full,LUM,0.9627115
full,LUM,0.89594185
full,LUM,0.91594976
full,LUM,0.86595756
full,LUM,0.95657045
full,LUM,0.87965316
full,LUM,0.927893
full,LUM,0.90016806
full,LUM,0.9889746
full,LUM,0.94388574
full,LUM,0.95448935
full,LUM,0.92782485
full,LUM,0.962058
full,LUM,0.8906255
full,LUM,0.9183293
full,LUM,0.9167229
full,LUM,0.9022939
full,LUM,0.85195804
full,LUM,0.9044867
full,LUM,0.8710265
full,LUM,0.9693685
full,LUM,0.85079527
full,LUM,0.90669227
full,LUM,0.9338912
full,LUM,0.9064514
full,LUM,0.9384781
full,LUM,0.89486194
full,LUM,0.9351481
full,LUM,0.88939536
full,LUM,0.9421671
full,LUM,0.095944405
full,LUM,0.92145836
full,LUM,0.9641066
full,LUM,0.8609032
full,LUM,0.9438155
full,LUM,0.9585604
full,LUM,0.8252242
full,LUM,0.950476
full,LUM,0.95571053
full,LUM,0.93371135
full,LUM,0.9513608
full,LUM,0.9021052
full,LUM,0.9394445
full,LUM,0.98026824
full,LUM,0.9577441
full,LUM,0.9646857
full,LUM,0.9579133
full,LUM,0.9624924
full,LUM,0.95224935
full,LUM,0.9350873
full,LUM,0.90586007
full,LUM,0.68748283
full,LUM,0.6698952
full,LUM,0.95428896
full,LUM,0.9628492
full,LUM,0.9218299
full,LUM,0.95949495
full,LUM,0.81068105
full,LUM,0.96140367
full,LUM,0.701121
full,LUM,0.91382384
full,LUM,0.91085917
full,LUM,0.93463707
full,LUM,0.93908435
full,LUM,0.9022398
full,LUM,0.98793864
full,LUM,0.8726257
full,LUM,0.95627755
full,LUM,0.9296607
full,LUM,0.95940137
full,LUM,0.9482903
full,LUM,0.9599046
full,LUM,0.6348449
full,LUM,0.8086543
full,LUM,0.93423986
full,LUM,0.8596044
full,LUM,0.93734604
full,LUM,0.9201228
full,LUM,0.6514987
full,LUM,0.94624484
full,LUM,0.90809643
full,LUM,0.9496547
full,LUM,0.9341553
full,LUM,0.938394
full,LUM,0.9548842
full,LUM,0.79992336
full,LUM,0.89130074
full,LUM,0.9237751
full,LUM,0.96265775
full,LUM,0.86471325
full,LUM,0.9732424
full,LUM,0.9265435
full,LUM,0.7839779
full,LUM,0.9764663
full,LUM,0.9147227
full,LUM,0.648494
full,LUM,0.9585353
full,LUM,0.98216546
full,LUM,0.9219999
full,LUM,0.8827174
full,LUM,0.98000306
full,LUM,0.8199322
full,LUM,0.9527764
full,LUM,0.9259186
full,LUM,0.542197
full,LUM,0.9771487
full,LUM,0.94389784
full,LUM,0.95546126
full,LUM,0.9392339
full,LUM,0.94186133
full,LUM,0.985471
full,LUM,0.9691735
full,LUM,0.96868736
full,LUM,0.9622675
full,LUM,0.90983945
full,LUM,0.97133106
full,LUM,0.9247872
full,LUM,0.9086361
full,LUM,0.93366426
full,LUM,0.96782404
full,LUM,0.85736215
full,LUM,0.660694
full,LUM,0.8687552
full,LUM,0.92970335
full,LUM,0.94959086
full,LUM,0.8063918
full,LUM,0.92715377
full,LUM,0.9396337
full,LUM,0.90832937
full,LUM,0.96758085
full,LUM,0.90429956
full,LUM,0.918881
full,LUM,0.94685745
full,LUM,0.9313704
full,LUM,0.9112289
full,LUM,0.95805943
full,LUM,0.96067405
full,LUM,0.89886284
full,LUM,0.9043698
full,LUM,0.94558567
full,LUM,0.40607846
full,LUM,0.47454673
full,LUM,0.9114585
full,LUM,0.96806455
full,LUM,0.9298668
full,LUM,0.98123085
full,LUM,0.9454068
full,LUM,0.9673151
full,LUM,0.9013505
full,LUM,0.95906925
full,LUM,0.75804365
full,LUM,0.88026243
full,LUM,0.94172126
full,LUM,0.92143404
full,LUM,0.9276995
full,LUM,0.9589031
full,LUM,0.87854356
full,LUM,0.9403019
full,LUM,0.9615429
full,LUM,0.9688351
full,LUM,0.9417005
full,LUM,0.9446579
full,LUM,0.8743262
full,LUM,0.9239863
full,LUM,0.92573285
full,LUM,0.8162034
full,LUM,0.9329418
full,LUM,0.94878703
full,LUM,0.95028645
full,LUM,0.94872427
full,LUM,0.8221226
full,LUM,0.9083003
full,LUM,0.8645487
full,LUM,0.97715926
full,LUM,0.9318375
full,LUM,0.9795633
full,LUM,0.95587355
full,LUM,0.96131855
full,LUM,0.870695
full,LUM,0.9461315
full,LUM,0.7965514
full,LUM,0.76133275
full,LUM,0.9369204
full,LUM,0.9602461
full,LUM,0.9327663
full,LUM,0.9875115
full,LUM,0.91887087
full,LUM,0.9266279
full,LUM,0.8654938
full,LUM,0.9588466
full,LUM,0.5271367
full,LUM,0.95416164
full,LUM,0.9657523
full,LUM,0.90267295
full,LUM,0.97265905
full,LUM,0.9046753
full,LUM,0.869527
full,LUM,0.95746076
full,LUM,0.9249277
full,LUM,0.9140215
full,LUM,0.20107263
full,LUM,0.93715286
full,LUM,0.84875846
full,LUM,0.9797259
full,LUM,0.9349454
full,LUM,0.9813821
full,LUM,0.9488579
full,LUM,0.9564748
full,LUM,0.840929
full,LUM,0.8740039
full,LUM,0.8080454
full,LUM,0.8771857
full,LUM,0.9276108
full,LUM,0.9032956
full,LUM,0.9403599
full,LUM,0.95841074
full,LUM,0.930061
full,LUM,0.84693325
full,LUM,0.9740781
full,LUM,0.967563
full,LUM,0.9376612
full,LUM,0.9689968
full,LUM,0.87039304
full,LUM,0.91569793
full,LUM,0.7909041
full,LUM,0.96138424
full,LUM,0.87212664
full,LUM,0.91590047
full,LUM,0.59346
full,LUM,0.93157524
full,LUM,0.93968785
full,LUM,0.8850117
full,LUM,0.9220427
full,LUM,0.9481987
full,LUM,0.94784
full,LUM,0.8209866
full,LUM,0.96089596
full,LUM,0.978811
full,LUM,0.72422254
full,LUM,0.9630011
full,LUM,0.6609107
full,LUM,0.96644163
full,LUM,0.8822244
full,LUM,0.9590551
full,LUM,0.9502621
full,LUM,0.9822769
full,LUM,0.91664845
full,LUM,0.91924703
full,LUM,0.9792803
full,LUM,0.9552852
full,LUM,0.92278117
full,LUM,0.96900225
full,LUM,0.925318
full,LUM,0.9474262
full,LUM,0.743009
full,LUM,0.9780141
full,LUM,0.4993512
full,LUM,0.81552994
full,LUM,0.52542734
full,LUM,0.8926858
full,LUM,0.9153437
full,LUM,0.95711946
full,LUM,0.9711069
full,LUM,0.9457816
full,LUM,0.940422
full,LUM,0.7635358
full,LUM,0.95719844
full,LUM,0.93549645
full,LUM,0.94153935
full,LUM,0.9610142
full,LUM,0.9614419
full,LUM,0.96335816
full,LUM,0.97424364
full,LUM,0.816613
full,LUM,0.22772789
full,LUM,0.93907446
full,LUM,0.8395726
full,LUM,0.92752427
full,LUM,0.96005565
full,LUM,0.7569369
full,LUM,0.8355259
full,LUM,0.97907954
full,LUM,0.90961874
full,LUM,0.9624853
full,LUM,0.9282892
full,LUM,0.9066143
full,LUM,0.94434977
full,LUM,0.72229683
full,LUM,0.9244926
full,LUM,0.9247621
full,LUM,0.9329537
full,LUM,0.8170729
full,LUM,0.93741834
full,LUM,0.95108074
full,LUM,0.9701541
full,LUM,0.9615373
full,LUM,0.9038408
full,LUM,0.94370246
full,LUM,0.8432374
full,LUM,0.92291176
full,LUM,0.92317575
full,LUM,0.90885866
full,LUM,0.9654236
full,LUM,0.85931367
full,LUM,0.96184456
full,LUM,0.88972336
full,LUM,0.55334175
full,LUM,0.885184
full,LUM,0.92856926
full,LUM,0.8972179
full,LUM,0.8327961
full,LUM,0.9492533
full,LUM,0.78673506
full,LUM,0.9035409
full,LUM,0.9566189
full,LUM,0.9411134
full,LUM,0.88504696
full,LUM,0.84376085
full,LUM,0.97466266
full,LUM,0.9058825
full,LUM,0.94008106
full,LUM,0.86659175
full,LUM,0.9527303
full,LUM,0.8723623
full,LUM,0.7744003
full,LUM,0.94062126
full,LUM,0.96622413
full,LUM,0.96342486
full,LUM,0.89644444
full,LUM,0.9476655
full,LUM,0.91027516
full,LUM,0.92799777
full,LUM,0.9656234
full,LUM,0.86749554
full,LUM,0.9145512
full,LUM,0.972562
full,LUM,0.9603642
full,LUM,0.87791604
full,LUM,0.9500433
full,LUM,0.92751825
full,LUM,0.92448395
full,LUM,0.89935815
full,LUM,0.9578518
full,LUM,0.9313485
full,LUM,0.88632363
full,LUM,0.9199553
full,LUM,0.963239
full,LUM,0.91939837
full,LUM,0.93319565
full,LUM,0.6877036
full,LUM,0.9794595
full,LUM,0.92920345
full,LUM,0.96536356
full,LUM,0.9054035
full,LUM,0.6253623
full,LUM,0.96642005
full,LUM,0.8817938
full,LUM,0.9124619
full,LUM,0.8986807
full,LUM,0.83035254
full,LUM,0.9167916
full,LUM,0.966415
full,LUM,0.9539527
full,LUM,0.8625076
full,LUM,0.9014467
full,LUM,0.9548424
full,LUM,0.9797676
full,LUM,0.9446505
full,LUM,0.8837568
full,LUM,0.5225607
full,LUM,0.90261465
full,LUM,0.9574363
full,LUM,0.9729934
full,LUM,0.94380826
full,LUM,0.87952197
full,LUM,0.9526434
full,LUM,0.70951957
full,LUM,0.7852208
full,LUM,0.8243554
full,LUM,0.69153166
full,LUM,0.9681198
full,LUM,0.899884
full,LUM,0.93257076
full,LUM,0.8954993
full,LUM,0.9541875
full,LUM,0.8486316
full,LUM,0.9456951
full,LUM,0.9537934
full,LUM,0.9387916
full,LUM,0.83827746
full,LUM,0.71178764
full,LUM,0.97098005
full,LUM,0.92396086
full,LUM,0.9699829
full,LUM,0.92932767
full,LUM,0.88218844
full,LUM,0.93180054
full,LUM,0.9440455
full,LUM,0.9100445
full,LUM,0.93912804
full,LUM,0.9026216
full,LUM,0.958187
full,LUM,0.74247175
full,LUM,0.93047965
full,LUM,0.9109936
full,LUM,0.9507448
full,LUM,0.7757878
full,LUM,0.97243106
full,LUM,0.8692805
full,LUM,0.9792605
full,LUM,0.98130566
